上联,下联
本宗遇事便需公，小别尚思，况复长辞入地,继起多贤为有子，共悲失怙，何堪号泣于天
作威作福,无法无天
碧海清波揉月影,素云淡雨洗风尘
草草是茻禾禾秝,个个为竹日日昌
韬光养晦,踏雪寻梅
西出昆仑东入海,神驰嵩岳志摩天
旧篙犹记湖山翠,老燕更知草木香
千秋蜀汉风，武侯长解乡愁结,两岸元宵月，文友高吟国泰诗
安定团结，凯歌高奏,调整经济，捷报频传
慈悲在抱，感应于心，惯听南海潮音，唤醒千年旧梦,蓬岛莲花，瀛洲贝叶，巧借芳春色彩，描成百粤新图
半轮明月，几缕清风，明月清风皆无价,两岸青山，一江绿水，青山绿水总有情
红雨欲飞惊宿鸟,碧波不动荡游船
不媚红尘留自我,但凭侠骨向天涯
泼墨挥毫，大书抗战英雄史,吟诗撰对，高唱救亡正气歌
层层白练，原是月中神女绣,阵阵惊雷，正如天上玉皇来
白萍洲上春传语,黄鹤楼中月并钩
诗书凉夏夜,曲管醉流年
宁餐野菜终生淡,太极粉丝一品红
秋水满，浮叶攀堤岸,春风柔，香花艳路边
开辟识鸿濛，文字有灵应食报,光华启陬澨，诗书何地不生材
平天湖上赏明月,杏花村里醉清风
荔枝文化，承古传今招万客,橘药品牌，回春济世惠千家
僧和一院顺,舍净四时明
五花入梦江郎笔,六月飞霜邹衍冤
今夜不知何处留,此门犹有去年桃
茶香先敬客,酒醉好吟诗
沥胆披肝终遂意,搜肠刮肚不伤心
猴送吉祥添百岁,花开富贵又一春
获少获多，回报虽别，付出未许天终负,劳心劳力，分工各异，得到唯期国永昌
阵阵梅香侵雪岭,青青柳色掩春庭
慷慨既迎五洲贺,亢奋征程华夏梦
更漏漏,夜沉沉
寿康无假货，货入千家，立定竹山求发展,永乐见真情，情凝十堰，大开超市纳春风
黄鹂鸣柳，余音袅袅,枯木逢春，得意洋洋
精彩河东，妙对拓开天地大,和谐唐口，奇思挹出古今香
管他五帝三皇，到此便知天高地厚,就是黎民百姓，临峰自觉膀大腰圆
黄叶一庭风扫乱,红茶两盏舍飘香
对倚翰墨生灵气,笔借楹联露彩虹
锦缋括羽，瑰宝毕至,冰壶玉尺，纤尘弗污
山高不识云归路,溪净但看鱼戏波
自东晋开山，但凭松籁泉声，诵如是法,以西峰为圣，故许岚光云影，接有缘人
城中景启，田园协奏渔舟曲,锦上花开，山水交融汉画图
三樽绿蚁别喊醉,一片胡言乱谈情
民心常向党,天道永酬劳
不知何日成仙？东方打坐观音殿,喜看今朝圆梦，游旅畅览诗画廊
城乡一体，送寅迎卯年年乐,日月双辉，耀古烁今岁岁春
红梅白雪成知己,下里巴人懒理它
鸟啼云窦仙岩静,树入天台石路新
赏一馆奇珍，当能益智启蒙，不妨探秘商彝、寻源夏鼎,览千秋瑰宝，岂止陶情冶性？更以助君风雅、扬我先贤
绝裾为逞龙池勇,断腕划席日本龟
风来花自舞,春入鸟能言
山川处处美如画,江河时时绿若蓝
三月水流春太老,六朝人去雪无声
不求粹美,岂达精微
吾真孝悌人，既已呼兄，不辞但为兄台死,卿本神仙辈，若能通鬼，甘愿任凭鬼魅驱
学浅才疏羞卖弄,嘴甜心苦莫矫情
好山好水江心岛,清政清廉公务员
隐去庐山真面目,追寻正道是沧桑
拨妖雾而见青天，重振大明新气象,扫蛮氛以光祖国，挽回汉室旧江山
神来一笔催花醒,鬼话连篇引众嫌
何处有明月,泉中落异花
花气合炉香馥郁,天光共湖影空明
水墨丹青烟雨梦,诗书篆刻笔刀情
卧非寐瞑，乃欲众生通身放下,佛示迁化，为策吾辈及早修持
几声山鸟得春句,万里长江奏凯歌
水洗月容尘不染,心怀老佛律难出
风润花红红乱影,雨沾柳绿绿垂丝
教则有诚，名庠六秩承邹鲁,学之无怠，老校千英致舜尧
妙手烹得诗百味,神思散作曲千阕
明月千里寄相思，思前思后,老兵三枪酷毙不？不依不饶
云乘风势张天翼,星卧湖光抱月容
裸奔无出路,版主有良心
迎国庆九州欢笑,贺中秋万户团圆
与莲作伴人清洁,共月轮回知古今
等到春深花落尽,依然妆懒笔难描
欣赏,遍尝
且留正气贯日月,莫让虚名误春秋
折朵桃花来换酒,挑丝柳色去缝春
苍梧留圣迹，道贯两仪，古今同仰止,陵寝壮名山，德尊三界，日月共争辉
花尽榆钱，买楼一角,揽齐燕客，酌酒三杯
旧月新茶梅竹事,阳春白雪杏桃情
十载云游惊岁晚,三年闯荡叹钱难
桃花一路开成景,竹影满溪乱作诗
一径花开春正好,三村燕飞雨当时
完美跳姿呈异彩,轻松卫冕绽芳华
流云一缕闲如鹤,落照重波闪若金
桃花经眼三分淡,柳絮沾襟几点轻
蔬果,米粮
柳绿桃红杏白，春光正好,山清水秀天蓝，岁月更新
勤采书山仙草,奋扬学海征帆
万紫千红开次第,三联两对始终排
空灵心世界,质朴水精神
紫陌红尘，知天命有数，释怀悟道何其乐,黄泉碧落，看世事无常，远志明心却不哀
百货商店，百般方便,一次交易，一份欢心
得意言辞，甘如蜜酪,交心气味，香似芝兰
佳联有意隔平仄,妙笔含情诉古今
武夫营内敲铜钵,哑子门前打木梆
得趣也，借鬼说人，妙笔由来生万象,无稽乎？以狐劝世，聊斋从此誉前秋
谁最风流？正胜日春光，看半边天艳,我何吝啬，借珠楼雅韵，为三八节歌
商代君王，武丁启姓,扬州刺史，椿诺爱民
三千年盛名不负，今兮古兮，同朔其香抟凤翼,九万里云路非偏，文者武者，共酌斯酒壮龙魂
黛玉葬花流血泪,雪芹编稿寄心声
临潢迎远客，韵笔浓书辽岁月,盛世建高阁，豪情彩绘古江山
日丽云山，和谐环境人康乐,春融诗意，幽雅园庭福寿多
溪径花香暗,松林鸟语幽
合古绝学成一家言，太史世宫，小同经术,失大宗师为天下哭，西连巴蜀，南极潇湘
行到山深知路险,不妨心定看云飞
月沉风柳戏,星坠雨花台
盈瑞华堂福禄寿,生辉锦第礼诗书
从心所欲,随遇而安
梅骨松风铸人品,月斋桂影溶花情
德公座上，有诸葛司马相宾主,绿野堂中，与香山梦得为文章
闻诗知酒味,听雨晓花残
此地佳风月,四邻遍竹梅
久久归一三国统,七七相聚两星期
倘无卿，影只形单，情何堪寄,幸有汝，贤淑通达，家得以兴
廿载春秋，做成地铁骄人业,八条线路，汇作花城立体图
栽李育桃挑日月,培兰植桂写春秋
登高欲揽山头月,蹲下要摸水底天
若有经心风过耳,实无诚意枉凝眉
心扉明似镜,眉月静横窗
名以草书传，每当绝壁危崖，获仰如椽大手笔,功于简史见，到处田夫野老，侈谈开国美髯公
云峰坐看心胸阔,石塔引思境界高
桃李托门墙，往事重温，苦为阿房争杜牧,棘槐访耆旧，完人一代，直将世系续宣公
绿水青山，任老夫消磨岁月,紫袍金带，看吾儿燮理阴阳
稍尝苦果清心火,偏爱青莲好眼光
湿地春浓，两河柳色连天碧,清塘水暖，百顷荷花映日红
许身报国,矢志为民
不惜光辉让流月,定应书檄播雄才
垄上飞来衔穗鸟,门前走过读书郎
圆通居士,骨鲠元君
俗人难辟谷,森木自成林
既定方针，国施善策兆国富,应时道德，民树新风帮民强
月影惊池，出水青荷有睡意,风声掠岸，含羞翠柳添柔情
看破红尘谁可补,请来素女自能逢
家贫无利欲,室陋有书香
公不少留，风采伤心分半子,吾将安仰？音容回声隔黄泉
黄莺戏谑章台柳,喜鹊痴迷陌上梅
赏胜存佳处，寻到清斋听鹤语,吟诗最合时，约来良友品茶香
吃饭做工真汉子,养家糊口好男人
七载思儿，望断双鱼空堕泪,三秋梦竖，影抛只雁最伤心
高敞剑门，望不尽巴山蜀水，万象生辉，九天日月峰头挂,遥连云路，走无边汉马秦车，四川寻梦，千古英雄关上飞
清到江心波印月,远观岛上古来风
润到圭漳成品格,坚于松柏见精神
桥头眺望，湖面莲花长醉眼,胜地来游，公园特色总迷人
春暖千山风线细,舟轻一叶水云烟
不以樊篱拘眼界,曾经沧海诉心声
云水怒时波浪涌,风雷激处楚天开
八日合,三昧流
少日射雕身手健,今朝骑鹤海天遥
自恨湖心非腹底,强留月色在杯中
独坐穷山，放虎卫之，不知危，不知畏,偶邀明月，骑鲸游者，无以囿，无以忧
满苑春光真明媚,一只兔子不平凡
人文风物，名扬天下，欲悉几多佳客乐之，须从吴越春秋算起,烟雨水乡，景在画中，为甚无数诗心倾此？料是清明岁月由来
墨客常磨墨,诗人总吟诗
猴子偷桃，何须高手,猪儿贺岁，自可宽心
袭胸魔爪咸猪手,减价牛排贱骨头
盛会展宏图，弘扬三代表,中华兴大业，建设两文明
和气致祥，和为贵,诚心待友，诚必牢
松斜绝壁云添趣,水挂悬崖鹰击天
民若强梁需卧胆,国凭梦想要刷新
闻唁春失色,挽联纸飞灰
举国同欢十八大,全民共乐万千年
新规浮半月,悬影湛长虹
听泉心入空灵境,运笔文成大雅风
雪吻梅花梅吻雪,风梳柳叶柳梳风
塔踞青山，登高放眼吟胜景,凤鸣秀水，思远畅怀撰华章
惟有墨香传世永,哪堪离绪锁眉长
遍求遗老搜年谱,每访才人付短歌
猴载宏图织锦绣,羊留伟业创新高
温酒寒刀，阵上华雄皆丧胆,青天乌面，人间驸马俱失魂
种粮免税，十亿农民争说好,乐业兴邦，九州景象竞升平
时有轻狂，并非不稳重,多为潇洒，或许可张扬
天后降临，慈航永济人民福,古宫重建，海国常沾圣母恩
日三省以修身，致知是用,世百迁而守训，明德惟馨
鞋中压迫人民币,梦里唠叨马克思
人悲诗滴血,谁叹对伤心
人生总伴琴棋酒,事业还需鸿志心
依然是明月青天，愿先生停杯一问,谁复称清新俊逸？惟不士倚马千言
海阔天空，波光云影皆涛画,地灵人杰，文采风流继宋唐
修身岂为名传世,作事惟思利及人
白云溪涧娩,绿水谷心涵
明以告我,孰教侮予
自知白发非春事,欲伴黄英入酒杯
春风积聚正能量,大梦推升新引擎
橐籥无传，一卷伤心狱吏火,户枢不朽，片言终古活人方
偶因无事思文事,始觉有人尚武人
夏雨未闻雷，放千遍炮声，向荒原开战,冬寒不见月，燃几堆篝火，为天地增辉
夜雨忽然浇梦断,春风兀自送秋凉
艳丽难睁眼，完美令人欣，色彩斑斓都是爱,中东可溯源，荷加倾国乐，风姿绰约尽呈真
保我子孙其永寿,育之道德以终身
逢庚则变，调结构，促转变，抢抓机遇兴庚岁,递序将耕，拓农田，争犁耕，增产食粮奏序音
花香春见笑,草绿醉流觞
耄耋年华儿女孝,翁婆岁月寿星长
焚香来白鹤,剪烛看黄庭
山寨乒乓赛，折桂攀蟾，国球带动国民健体,草根橄榄枝，呼朋唤友，好事助推好运兴乡
明月挂寒空，般苦心传，冷香飞上诗句,法云兴旧塔，洞庭波送，慈光流遍神州
登山观世界,把酒祝东风
打点,扎啤
佐酒红梅谁识味,餐风白雪月知情
天寒灯冷淡,夜静月清幽
寻春不见桃花面,听雨空弹杨柳弦
施善政国富民强,任闲人虎跃龙腾
滕阁遗墨，空忆落霞孤鹜,梅关飘香，一行积雪连峰
建新洲，树新风，十年改革呈新貌,行大道，成大事，一代先驱向大同
立党为公，将纲举南湖，旌扬中国,以何馈母？惟心朝北斗，梦拓东方
能事不受相促迫,造化何以当镌镵
自扫闲言清耳顺,独斟小酒乐心情
醉酒以为情未老,欢歌可是话投机
九九重阳，社会温馨皆敬老,千千世界，家庭和睦倍珍情
广辟财源兴大业,长期积蓄利家园
改革利世，田间苗得雨安忆碧野,开放兴邦，陆地马识途莫言路遥
银粉点蓝图，伟业方兴凭创造,香花敷远景，集团鼎盛正腾飞
千秋传胜概，记摩诘诗篇，渊明文翰,万象沐淳风，看荆梁水软，巴楚春深
一帘幽梦终惊醒,满纸新词饮寂寥
跃马寻春，浓浓春意经行处,迎羊接福，大大福音传送间
庄生晓梦迷蝴蝶,倩女幽魂化牡丹
沧桑不减当年勇,浊酒难销少小愁
长天秋水一行雁,孤鹜落霞几点舟
苕霅溪山吴苑画,潇湘烟雨楚云天
行舟万里烟波渺,沽酒一壶雁字悠
两岸杨柳一水绿,几盆玉蕊满堂春
将从寂寞归平淡,直面死生任去来
趁春来，携酒一壶与花对饮,凭燕至，牧舟三月执子同游
不足为外人道也,后当有巨眼识之
世路多艰勤作马,俊才拔翠志为梯
春联映春日,福地托福天
文远唐河，溯源而不竭，宏脉以长延，澄心鉴物昭明晦,行敦宋塔，立地者难移，标天其孰傲？留影如形证古今
流水一江追月去,落花千瓣化云来
篱上黄花邀月醉,水中玉影害人迷
一马当先，天高地迥,五羊兆瑞，国泰民安
泥炉温酒听梅落,胡马嘶风踏雪归
半纸功名，不如敝屣,几天号角，终是凋蝉
吾师四万劫,历世递相传
有限人生须奋斗,无涯学海苦追求
动念即应思改过，鸡鸣戒旦,得闲何不再读书？鲤对趋庭
寒山雾锁清秋月,旭日霞射严冬云
衡湖大景殊，是春院仙庐？蓬莱幻境美难媲,秀域灵光溅，堪醉人醺魄，神笔马良画不如
五年功卓，一江诗意,二届气昂，四海联心
功练高强快,言勿假大空
时际上元，玉烛长调千古乐,月当五夜，花灯遍照万方春
情淡逍遥子,酒浓自在天
春心涌动青春梦,福气偏缘幸福人
秋醉山红遍,情痴雨漫天
碧水春来情已寄,黄粱梦碎景成空
嫘祖缫丝，令名犹兴九州地,禹王治水，大德长芳四海滨
柳弄春弦莺试曲,霞描锦画燕裁云
拔地浮邱藏帝子,参天银杏拥丹台
戊戌八月，戊申八月,我佛万年，我公万年
勤劳收硕果,奋斗展宏图
露气暗连青桂苑,沙云还作白鸥媒
陌上花开香染步,楼前月落露沾襟
我固情深，尚不期今夕之欢、明朝之别,此生契阔，惟想妄寝能与语、食可与言
枪林剑树威风显,铁甲银鹰世界惊
一厅容两蛋,彻悟娶三房
五载春风，广入芳园桃李艳,一流名校，长催大业画图新
白日鼠,黑天鹅
红霞万朵映疏柳,修竹千竿扫白云
合景只应天际月,题诗还忆水边楼
对镜忽惊黑发少,温情更易泪花多
帝男精贵老,杜赤豆名香
福天福地，福水福山，福满江城门与户,清远清明，清奇清爽，清吟风月梦和诗
管他篱外谁高下,我自阶前醉死生
口号振精神，世梦无双，美好未来同愿望,心声融理念，天人合一，和谐进步共追求
常悲世道乱如棘,唯恨笔锋不似刀
冬弦夏瑟，浓深半阙楚楚,春梦秋云，聚散两艺依依
晨读汉瓦秦砖，夕览经史子集，满眼文雄诗灿，辉腾玉宇,古举贤良方正，现尊硕儒才俊，中天日耀星驰，笔点魁元
避乱抱犊扎寨，造化仁心怜百姓,传奇射鹿得泉，将军佳话咏千秋
门前小河很难过,楼上红旗好风流
李先生讲道德，金先生评道德，这两卷道德不谈伦理道德,孔夫子著春秋，关夫子看春秋，此一部春秋历经多少春秋
华北卌年追大梦,油城四季荡春潮
炳烛编修描锦绣,安心工作铸辉煌
跋扈起重楼，赏樯燕齐飞，洞头壮复千年胜,凌霄观瀚海，望水天一色，云际雄推万里潮
人在福山游，小酌咖啡，一任春光收眼底,客于花海醉，倍添风雅，十分惬意到心头
佛法有缘，唯期永除俗障,禅关非寂，但愿不昧灵根
当持明月一怀，清风两袖,但愿洁身永葆，廉誉长存
景云飞处松门小,瑞雪落时梅坞香
